Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	TB66RL	TB66RR	TB65RL	TB61RR	TB68RR	TB61RL	TB64RL	TB64RR	TB65RR	TB68RL
8	116969594	116978960	-	1700030J22Rik	protein_coding	1700030J22Rik	ensembl_havana	6.50302	5.738	4.93843	5.19936	5.17591	4.44115	5.40209	5.68139	5.55455	5.4846
8	72443880	72461002	+	1700030K09Rik	protein_coding	1700030K09Rik	ensembl_havana	3.63544	3.4446	3.94002	3.89676	3.41416	3.53396	3.34522	3.75633	4.56189	4.1241
1	191886130	191907528	-	1700034H15Rik	lncRNA	1700034H15Rik	ensembl_havana	0.545864	0.66791	0.794526	0.623567	0.4378	0.749067	0.757893	0.591706	0.591236	0.616573
3	40900196	40902544	-	1700034I23Rik	protein_coding	1700034I23Rik	ensembl_havana	0.0572567	0.0435354	0.0537775	0.206477	0.108161	0.0783168	0.0937473	0.140959	0.0414502	0.02637
6	146950329	146954423	-	1700034J05Rik	protein_coding	1700034J05Rik	ensembl_havana	0.0926023	0.0001	0.0108355	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
1	9747648	9791925	+	1700034P13Rik	lncRNA	1700034P13Rik	havana	0.0371009	0.017674	0.021571	0.0001	0.0329275	0.0001	0.0001	0.00949057	0.0335605	0.0426154
9	60743120	60770277	+	1700036A12Rik	lncRNA	1700036A12Rik	ensembl_havana	0.0278507	0.0264609	0.021571	0.0112333	0.0110425	0.0211977	0.0001	0.00949057	0.0335605	0.0107289
16	3895179	3908690	-	1700037C18Rik	protein_coding	1700037C18Rik	ensembl_havana	1.06388	1.01939	1.24542	1.1357	0.908327	1.23431	0.974406	0.948547	1.50582	1.32871
2	131146324	131160082	-	1700037H04Rik	protein_coding	1700037H04Rik	ensembl_havana	2.20166	2.06504	2.36191	2.2045	3.05305	2.17316	2.31678	2.1881	2.30888	2.46599
3	94409395	94412920	-	1700040D17Rik	lncRNA	1700040D17Rik	havana	0.601365	0.659123	0.654965	0.8351	0.722305	0.917848	0.627986	0.648049	0.658157	0.701604
6	71543192	71544115	-	1700040L08Rik	lncRNA	1700040L08Rik	havana	0.0556014	0.0352479	0.0323065	0.0557667	0.0329275	0.0528441	0.0217512	0.0376623	0.022407	0.0426154
8	22805766	22809538	+	1700041G16Rik	lncRNA	1700041G16Rik	ensembl_havana	0.277607	0.307644	0.161132	0.289567	0.372145	0.284918	0.281566	0.394504	0.234324	0.265821
8	26082609	26096523	+	1700047A11Rik	lncRNA	1700047A11Rik	havana	0.0278507	0.0001	0.043042	0.0112333	0.0001	0.0950394	0.0217512	0.0001	0.0001	0.0001
4	107689701	107758986	+	1700047F07Rik	lncRNA	1700047F07Rik	havana	0.00935023	0.017674	0.043042	0.0223667	0.0329275	0.0422953	0.0758793	0.0001	0.0112535	0.0001
8	96512340	96513980	+	1700047G07Rik	lncRNA	1700047G07Rik	havana	0.0556014	0.017674	0.043042	0.0335	0.0001	0.0001	0.0109256	0.0001	0.0670211	0.0107289
11	58322988	58324440	+	1700047K16Rik	lncRNA	1700047K16Rik	havana	0.166604	0.158266	0.182603	0.2673	0.240835	0.0211977	0.108356	0.0940057	0.301245	0.18079
1	182287990	182303326	+	1700047M11Rik	lncRNA	1700047M11Rik	havana	0.129603	0.114331	0.182603	0.111433	0.284605	0.126686	0.108356	0.0752246	0.145096	0.0638731
9	121937223	121947017	+	1700048O20Rik	lncRNA	1700048O20Rik	ensembl_havana	3.02492	2.67474	2.90942	2.79066	3.0421	3.59726	3.52925	3.73755	3.84021	3.34659
8	85432686	85433324	+	1700051O22Rik	TEC	1700051O22Rik	ensembl_havana	0.0556014	0.00888698	0.0001	0.0001	0.0110425	0.0001	0.0217512	0.0188811	0.111635	0.0001
11	105177726	105181434	-	1700052K11Rik	lncRNA	1700052K11Rik	havana	4.49571	4.3848	4.60563	4.05264	4.4537	4.68378	3.8865	4.32915	4.22728	3.77334
4	45011687	45015407	+	1700055D18Rik	lncRNA	1700055D18Rik	ensembl_havana	1.41539	0.984241	1.20248	0.823967	1.25849	0.89675	0.931103	1.21148	0.836614	0.807893
1	184033030	184034302	-	1700056E22Rik	protein_coding	1700056E22Rik	ensembl_havana	0.0001	0.0440349	0.021571	0.0780334	0.0329275	0.0211977	0.086705	0.0752246	0.022407	0.127646
16	17047520	17049112	+	1700056N10Rik	lncRNA	1700056N10Rik	havana	1.52639	1.69599	1.55675	1.4029	1.64147	1.55078	1.54816	1.62467	1.47236	1.29682
2	158192008	158195750	+	1700060C20Rik	lncRNA	1700060C20Rik	havana	0.0001	0.0001	0.0001	0.0223667	0.0001	0.063393	0.0001	0.00949057	0.0112535	0.0001
4	53562983	53564698	-	1700060J05Rik	lncRNA	1700060J05Rik	havana	0.0001	0.0001	0.0001	0.0112333	0.0001	0.0422953	0.0217512	0.0376623	0.0112535	0.0001
19	5488744	5489199	-	1700061A03Rik	TEC	1700061A03Rik	havana	0.0556014	0.0528219	0.107455	0.0669	0.0766975	0.116137	0.0542281	0.0846151	0.0447141	0.0001
9	110986201	110987805	+	1700061E17Rik	lncRNA	1700061E17Rik	havana	0.249856	0.29007	0.386578	0.7015	0.17518	0.643578	0.433125	0.66683	0.256631	0.18079
11	23152140	23166376	+	1700061J23Rik	lncRNA	1700061J23Rik	havana	0.0371009	0.00888698	0.021571	0.0001	0.0001	0.0001	0.0001	0.0282717	0.022407	0.0426154
9	41192446	41217991	+	1700063D05Rik	lncRNA	1700063D05Rik	havana	0.0648516	0.0264609	0.107455	0.1003	0.0110425	0.063393	0.0001	0.0188811	0.111635	0.0213577
17	28951855	28952409	-	1700063J08Rik	lncRNA	1700063J08Rik	havana	0.175854	0.0703958	0.0108355	0.0557667	0.13141	0.0739418	0.0758793	0.131568	0.111635	0.127646
3	19610368	19628678	-	1700064H15Rik	protein_coding	1700064H15Rik	havana	0.0186005	0.0616089	0.043042	0.0223667	0.0001	0.0001	0.0001	0.0001	0.022407	0.0426154
9	95855418	95858323	-	1700065D16Rik	lncRNA	1700065D16Rik	ensembl_havana	0.0556014	0.0352479	0.0859839	0.0446334	0.120467	0.0211977	0.119182	0.103396	0.0447141	0.0426154
18	35703225	35730870	+	1700066B19Rik	protein_coding	1700066B19Rik	ensembl_havana	0.0278507	0.00888698	0.0108355	0.0557667	0.0329275	0.0844906	0.0650537	0.0188811	0.0558676	0.0001
13	58146949	58149693	+	1700066J03Rik	lncRNA	1700066J03Rik	havana	0.0186005	0.0440349	0.0323065	0.0223667	0.0001	0.137235	0.130007	0.0564434	0.0001	0.0001
1	57377620	57385424	+	1700066M21Rik	protein_coding	1700066M21Rik	ensembl_havana	3.49669	3.43581	3.86488	3.78543	3.80809	3.75548	3.07458	3.13655	3.30154	3.65642
8	84001502	84004771	+	1700067K01Rik	protein_coding	1700067K01Rik	ensembl_havana	0.0463511	0.0616089	0.0859839	0.0891667	0.021985	0.0317465	0.0975306	0.112787	0.0447141	0.0638731
17	48089319	48090919	+	1700067P10Rik	protein_coding	1700067P10Rik	ensembl_havana	0.0186005	0.00888698	0.0108355	0.0335	0.142352	0.0528441	0.0650537	0.0470528	0.0335605	0.0213577
11	81572655	81573474	-	1700071K01Rik	processed_pseudogene	1700071K01Rik	havana	1.45239	1.72235	1.54601	1.74803	1.09784	2.15206	1.97036	1.86882	1.95197	1.67946
12	54862647	54863668	+	1700081N11Rik	lncRNA	1700081N11Rik	havana	0.370109	0.237348	0.397313	0.445434	0.492512	0.474797	0.454776	0.450847	0.323552	0.287079
8	104641807	104658559	+	1700082M22Rik	lncRNA	1700082M22Rik	havana	0.0833521	0.17584	0.128926	0.189367	0.284605	0.126686	0.119182	0.15974	0.167403	0.138275
9	21091755	21128394	+	1700084C06Rik	lncRNA	1700084C06Rik	ensembl_havana	0.0186005	0.0001	0.0108355	0.0223667	0.0001	0.0844906	0.0001	0.0001	0.022407	0.0426154
2	30236795	30238224	-	1700084E18Rik	lncRNA	1700084E18Rik	ensembl_havana	0.314608	0.167053	0.236281	0.5011	0.339317	0.284918	0.270741	0.281817	0.245477	0.191419
11	65151910	65159892	-	1700086D15Rik	protein_coding	1700086D15Rik	ensembl_havana	1.13788	0.826076	0.869675	0.9019	1.29131	1.05498	1.32083	1.05184	0.758539	1.23305
12	74284242	74295946	+	1700086L19Rik	transcribed_unitary_pseudogene	1700086L19Rik	havana	0.222106	0.272496	0.161132	0.4009	0.317432	0.274369	0.227438	0.309989	0.334706	0.244564
18	38238405	38250566	-	1700086O06Rik	lncRNA	1700086O06Rik	havana	0.527363	0.55368	0.472462	0.790567	0.656649	1.07608	0.34652	0.422676	0.780846	0.46777
4	129050097	129057984	-	1700086P04Rik	lncRNA	1700086P04Rik	havana	0.101853	0.105544	0.182603	0.0891667	0.08764	0.0950394	0.0975306	0.0188811	0.145096	0.0319866
14	103424905	103449868	+	1700087I21Rik	lncRNA	1700087I21Rik	havana	1.72064	1.51146	1.20247	1.45857	1.21472	1.18157	1.16927	1.71857	1.38314	0.807893
15	79129349	79141254	-	1700088E04Rik	protein_coding	1700088E04Rik	ensembl_havana	1.79464	1.87173	1.62116	1.79257	2.02446	2.21535	2.03532	1.82187	2.29773	2.09398
19	8740718	8741226	+	1700092M07Rik	protein_coding	1700092M07Rik	ensembl_havana	0.0926023	0.0879698	0.139661	0.0780334	0.0766975	0.0739418	0.0434025	0.0282717	0.022407	0.0107289
16	96082676	96089071	+	1700093J21Rik	lncRNA	1700093J21Rik	havana	0.0556014	0.0264609	0.021571	0.0223667	0.0110425	0.0211977	0.0001	0.00949057	0.0558676	0.117017
11	23516203	23521156	-	1700093K21Rik	protein_coding	1700093K21Rik	ensembl_havana	0.240606	0.158266	0.193339	0.122567	0.17518	0.200528	0.194961	0.216083	0.256631	0.212677
3	90062796	90068348	+	1700094D03Rik	protein_coding	1700094D03Rik	ensembl_havana	2.24357	2.41194	2.25841	2.52018	2.63945	3.26527	2.81278	1.93385	2.58897	2.2901
7	109438618	109444894	+	1700095J03Rik	lncRNA	1700095J03Rik	havana	0.00935023	0.0440349	0.021571	0.0112333	0.04387	0.0528441	0.0001	0.0001	0.0001	0.0001
5	25530013	25531467	+	1700096K18Rik	lncRNA	1700096K18Rik	havana	1.13788	1.15998	1.73925	1.51423	0.78796	1.60352	1.13679	1.32417	1.33852	0.92481
6	81893818	81895340	-	1700097M23Rik	TEC	1700097M23Rik	havana	0.0371009	0.0001	0.0323065	0.0001	0.0001	0.0001	0.0325769	0.0001	0.0001	0.0107289
6	129531950	129533818	-	1700101I11Rik	lncRNA	1700101I11Rik	havana	0.619865	0.404301	0.719378	1.05777	0.361202	0.71742	0.671289	0.563534	0.468548	0.5528
17	3557824	3559863	+	1700102H20Rik	lncRNA	1700102H20Rik	havana	0.0278507	0.0791828	0.0752484	0.0669	0.04387	0.0317465	0.0001	0.065834	0.0670211	0.0213577
9	108392805	108410935	+	1700102P08Rik	protein_coding	1700102P08Rik	ensembl_havana	0.767869	0.870011	0.987765	0.746034	0.61288	0.717421	0.703766	0.798298	0.925842	0.882294
8	33730534	33731820	-	1700104B16Rik	lncRNA	1700104B16Rik	ensembl_havana	0.0278507	0.0352479	0.064513	0.0001	0.0548125	0.0422953	0.0217512	0.0564434	0.0112535	0.0638731
19	7382537	7383562	+	1700105P06Rik	lncRNA	1700105P06Rik	havana	0.101853	0.0967568	0.0537775	0.1337	0.04387	0.0528441	0.0109256	0.0376623	0.0447141	0.0213577
14	76672963	76687170	+	1700108F19Rik	lncRNA	1700108F19Rik	havana	0.0463511	0.0001	0.0323065	0.0001	0.0001	0.0001	0.0217512	0.0001	0.0112535	0.0001
14	61292980	61318147	-	1700109G14Rik	lncRNA	1700109G14Rik	havana	0.0463511	0.0703958	0.257752	0.2339	0.120467	0.147784	0.140833	0.065834	0.200863	0.0532443
5	3571566	3584357	+	1700109H08Rik	protein_coding	1700109H08Rik	ensembl_havana	7.81654	7.41631	6.64537	8.1497	7.0033	8.5763	6.45217	7.44682	7.68487	7.85482
17	10324602	10329308	+	1700110C19Rik	lncRNA	1700110C19Rik	havana	0.120353	0.158266	0.161132	0.0669	0.284605	0.253272	0.27074	0.281817	0.200863	0.329594
14	3262340	3305833	+	1700110I01Rik	lncRNA	1700110I01Rik	ensembl_havana	0.0556025	0.0327108	0.00449241	0.00309424	0.04387	0.294666	0.0434025	0.0433674	0.0447141	0.113311
3	28702667	28781109	-	1700112D23Rik	lncRNA	1700112D23Rik	havana	0.0001	0.0352479	0.0001	0.0780334	0.0329275	0.0528441	0.0758793	0.0001	0.0112535	0.0638731
7	67204082	67222537	-	1700112J16Rik	lncRNA	1700112J16Rik	havana	0.490362	0.527319	0.450991	0.523367	0.35026	0.274369	0.69294	0.516581	0.591236	0.37211
8	95551793	95552303	+	1700112L15Rik	TEC	1700112L15Rik	havana	0.0833521	0.140692	0.107455	0.144833	0.08764	0.274369	0.0217512	0.112787	0.156249	0.255192
3	88171556	88177786	-	1700113A16Rik	lncRNA	1700113A16Rik	havana	0.508863	0.334005	0.311429	0.3007	0.164237	0.295467	0.216612	0.375723	0.245477	0.329594
10	87058045	87230590	+	1700113H08Rik	protein_coding	1700113H08Rik	ensembl_havana	0.0371009	0.0967568	0.0323065	0.0557667	0.0329275	0.0528441	0.0434025	0.0282717	0.145096	0.0001
16	50783409	50784092	+	1700116B05Rik	lncRNA	1700116B05Rik	havana	0.0463512	0.210987	0.043042	0.155967	0.21895	0.200528	0.140833	0.122177	0.111635	0.074502
17	88294505	88306888	-	1700116H05Rik	lncRNA	1700116H05Rik	havana	0.82337	0.527319	0.633494	0.489967	0.30649	0.601383	0.541381	0.48841	0.624697	0.467769
16	34935854	34939330	-	1700119H24Rik	lncRNA	1700119H24Rik	havana	0.82337	0.544893	1.03071	0.846234	0.809845	0.759615	0.627986	0.507191	0.814307	0.616573
10	63243068	63244154	-	1700120B22Rik	lncRNA	1700120B22Rik	ensembl_havana	0.0463511	0.00888698	0.043042	0.0557667	0.021985	0.0739418	0.0325769	0.0001	0.0112535	0.0957597
15	99249511	99262045	+	1700120C14Rik	lncRNA	1700120C14Rik	havana	0.277607	0.588828	0.472462	0.478834	0.372145	0.791262	0.292392	0.4978	0.557776	0.818522
7	127603900	127604446	-	1700120K04Rik	lncRNA	1700120K04Rik	havana	0.129603	0.105544	0.0967194	0.0557667	0.04387	0.0528441	0.0975306	0.0564434	0.167403	0.0532443
4	123833622	123859514	-	1700121C08Rik	lncRNA	1700121C08Rik	havana	0.0186005	0.0001	0.0001	0.0446334	0.021985	0.0211977	0.0001	0.0564434	0.0112535	0.0001
19	37465253	37471835	+	1700122C19Rik	lncRNA	1700122C19Rik	havana	0.0556014	0.0001	0.043042	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
5	138561840	138564713	-	1700123K08Rik	protein_coding	1700123K08Rik	ensembl_havana	0.0001	0.00888698	0.0001	0.0112333	0.0001	0.0211977	0.0650537	0.0001	0.0001	0.0107289
4	11966565	11994281	+	1700123M08Rik	lncRNA	1700123M08Rik	havana	0.129603	0.105544	0.150397	0.155967	0.0548125	0.168881	0.119182	0.0752246	0.111635	0.117017
14	54686216	54690742	+	1700123O20Rik	protein_coding	1700123O20Rik	ensembl_havana	4.82871	5.86103	4.48754	4.9433	4.23485	5.74923	4.75254	4.77991	5.28687	5.10195
16	5975585	5998497	+	1700123O21Rik	lncRNA	1700123O21Rik	havana	0.00935023	0.0879698	0.0645129	0.0669	0.109525	0.0211977	0.140833	0.0188811	0.0447141	0.0638731
6	83761756	83762866	-	1700124L16Rik	lncRNA	1700124L16Rik	havana	0.869622	0.887585	0.483197	0.679233	0.558167	0.580285	0.638811	0.469628	0.60239	0.967325
4	124890888	124894783	-	1700125G02Rik	lncRNA	1700125G02Rik	havana	0.0371009	0.0264609	0.0108355	0.0223667	0.0110425	0.0001	0.0001	0.00949057	0.0001	0.0001
3	27154026	27157020	+	1700125G22Rik	lncRNA	1700125G22Rik	havana	0.129603	0.0616089	0.0537775	0.0780334	0.13141	0.0422953	0.0325769	0.0470528	0.133942	0.0532443
11	85170404	85181146	+	1700125H20Rik	protein_coding	1700125H20Rik	ensembl_havana	0.0371009	0.00888698	0.0323065	0.0223667	0.0001	0.0211977	0.0650537	0.00949057	0.0112535	0.0107289
8	11713264	11722621	+	1700128E19Rik	lncRNA	1700128E19Rik	ensembl_havana	0.277607	0.342792	0.386578	0.445434	0.284605	0.654127	0.422299	0.356942	0.301245	0.318966
15	95097542	95162395	-	1700129L04Rik	lncRNA	1700129L04Rik	havana	0.0278507	0.00888698	0.0108355	0.0112333	0.0548125	0.0106488	0.0001	0.0001	0.0335605	0.0001
19	58606329	58629754	+	1810007D17Rik	lncRNA	1810007D17Rik	havana	0.0556014	0.00888698	0.0108355	0.0001	0.021985	0.0001	0.0325769	0.0188811	0.0112535	0.0001
19	8888853	8890882	+	1810009A15Rik	protein_coding	1810009A15Rik	ensembl_havana	29.2349	33.6265	28.0613	36.5132	30.499	35.965	35.991	32.2457	30.4231	35.2497
11	107025681	107030444	+	1810010H24Rik	protein_coding	1810010H24Rik	ensembl_havana	1.13788	1.22149	1.181	1.25817	1.14906	1.21322	1.20174	1.00489	1.49467	1.02047
2	19451828	19454996	+	1810010K12Rik	lncRNA	1810010K12Rik	ensembl_havana	0.0556014	0.0001	0.0967194	0.278433	0.0329275	0.337662	0.140833	0.0376623	0.256631	0.0426154
2	26138546	26139544	+	1810012K08Rik	lncRNA	1810012K08Rik	havana	0.0278507	0.00888698	0.0323065	0.0001	0.0985825	0.0106488	0.0001	0.00949057	0.0558676	0.0107289
8	22398721	22399597	+	1810012K16Rik	lncRNA	1810012K16Rik	havana	0.0278507	0.017674	0.0108355	0.0669	0.0329275	0.0528441	0.0217512	0.0282717	0.0112535	0.0426154
3	157925220	157938356	+	1810013D15Rik	lncRNA	1810013D15Rik	ensembl_havana	0.0833521	0.0264609	0.021571	0.0446334	0.0001	0.0001	0.0758793	0.0470528	0.0112535	0.0001
16	8830100	8858923	+	1810013L24Rik	protein_coding	1810013L24Rik	ensembl_havana	28.019	32.5998	25.7653	28.7018	27.5861	29.8849	28.6771	28.0216	27.449	27.497
10	86685525	86694807	+	1810014B01Rik	transcribed_unprocessed_pseudogene	1810014B01Rik	havana	1.8039	1.59054	2.15793	1.55877	1.6743	2.20481	1.62394	1.56832	1.31622	1.5838
17	29717072	29719154	+	1810014P07Rik	lncRNA	1810014P07Rik	havana	0.0001	0.00888698	0.021571	0.0112333	0.0110425	0.0950394	0.0217512	0.0001	0.022407	0.0107289
8	106135400	106138526	+	1810019D21Rik	lncRNA	1810019D21Rik	havana	0.0278507	0.0352479	0.0323065	0.0669	0.0110425	0.0950394	0.0217512	0.00949057	0.0112535	0.0001
7	12948592	12961769	-	1810019N24Rik	lncRNA	1810019N24Rik	havana	0.129603	0.0440349	0.0752484	0.0669	0.153295	0.253272	0.0542281	0.0376623	0.212017	0.191419
6	87675590	87722802	-	1810020O05Rik	protein_coding	1810020O05Rik	havana	0.0001	0.0440349	0.0001	0.0335	0.021985	0.126686	0.0001	0.0752246	0.122789	0.0001
15	89071196	89075853	-	1810021B22Rik	lncRNA	1810021B22Rik	havana	0.157354	0.0616089	0.0859839	0.155967	0.065755	0.158332	0.108356	0.0846151	0.178556	0.074502
2	127186355	127208281	-	1810024B03Rik	protein_coding	1810024B03Rik	ensembl_havana	0.878872	0.738206	0.923352	1.0689	0.853615	0.854555	0.812022	0.685612	0.892381	0.627202
7	73539801	73558396	-	1810026B05Rik	lncRNA	1810026B05Rik	havana	31.0909	28.0809	26.4751	30.0617	30.5168	27.0136	28.3214	31.4901	28.3301	25.7868
X	12654879	12673669	-	1810030O07Rik	protein_coding	1810030O07Rik	ensembl_havana	7.33553	7.67992	7.40759	8.39464	7.50665	8.56575	8.03271	6.39508	7.45065	7.85482
13	64248700	64271853	+	1810034E14Rik	lncRNA	1810034E14Rik	havana	0.0278507	0.0352479	0.0001	0.0112333	0.021985	0.0950394	0.0001	0.0001	0.022407	0.0213577
3	122924203	122926185	+	1810037I17Rik	protein_coding	1810037I17Rik	ensembl_havana	5.05073	5.02625	4.4768	5.25504	4.60689	5.18975	5.29383	5.46541	4.98572	4.7512
14	121876725	121879410	-	1810041H14Rik	lncRNA	1810041H14Rik	havana	0.0186005	0.00888698	0.0001	0.0001	0.0329275	0.0001	0.0434025	0.0188811	0.0001	0.0001
6	91440987	91441756	+	1810044D09Rik	lncRNA	1810044D09Rik	havana	0.259106	0.219774	0.204074	0.289567	0.153295	0.263821	0.270741	0.150349	0.200863	0.159533
19	3708293	3717882	+	1810055G02Rik	protein_coding	1810055G02Rik	ensembl_havana	3.50594	2.66256	3.24222	2.29357	2.83421	2.90102	2.41421	3.12716	3.3127	2.50851
6	35252654	35263497	+	1810058I24Rik	protein_coding	1810058I24Rik	ensembl_havana	2.92317	2.57468	2.68397	2.88363	3.08588	2.12041	2.29513	2.53556	2.87771	2.56165
2	18054193	18056614	-	1810059C17Rik	lncRNA	1810059C17Rik	havana	0.00935023	0.017674	0.0001	0.0112333	0.0001	0.0422953	0.0001	0.00949057	0.0335605	0.0001
5	148953748	148970123	-	1810059H22Rik	lncRNA	1810059H22Rik	havana	2.17379	2.2334	2.6303	2.42717	2.35274	2.6584	2.71175	2.51677	2.64348	1.63694
3	36475937	36482300	+	1810062G17Rik	protein_coding	1810062G17Rik	ensembl_havana	0.0371009	0.0264609	0.021571	0.0001	0.0001	0.0001	0.0001	0.0282717	0.0112535	0.0001
14	20546079	20570688	+	1810062O18Rik	lncRNA	1810062O18Rik	havana	0.0186005	0.0264609	0.043042	0.0669	0.0329275	0.137235	0.0001	0.0282717	0.0001	0.0319866
9	22196963	22213861	-	1810064F22Rik	lncRNA	1810064F22Rik	ensembl_havana	0.0371009	0.00888698	0.0537775	0.0780334	0.065755	0.0211977	0.0325769	0.00949057	0.0558676	0.0319866
17	83917937	83921607	+	1810073O08Rik	lncRNA	1810073O08Rik	havana	0.00935023	0.0440349	0.0001	0.0223667	0.0001	0.105588	0.0325769	0.0564434	0.0335605	0.0001
11	57795499	57801418	-	2010001A14Rik	lncRNA	2010001A14Rik	havana	0.638366	0.659124	0.590552	0.6013	0.634765	0.886202	0.606335	0.760736	0.591236	0.446512
13	46979908	47011196	+	2010001K21Rik	lncRNA	2010001K21Rik	ensembl_havana	0.148104	0.210987	0.128926	0.278433	0.17518	0.253272	0.238264	0.16913	0.156249	0.297708
9	51278513	51284211	+	2010007H06Rik	lncRNA	2010007H06Rik	ensembl_havana	0.425611	0.360366	0.204074	0.345234	0.21895	0.306016	0.227438	0.244255	0.401627	0.318966
6	145303152	145308952	+	2010013B24Rik	lncRNA	2010013B24Rik	havana	0.0648516	0.131905	0.0323065	0.0557667	0.0110425	0.116137	0.119182	0.0564434	0.0447141	0.138275
3	106481982	106485914	-	2010016I18Rik	lncRNA	2010016I18Rik	ensembl_havana	0.0371009	0.0440349	0.043042	0.0891667	0.04387	0.0317465	0.0758793	0.0564434	0.0001	0.0107289
X	112495274	112558344	+	2010106E10Rik	protein_coding	2010106E10Rik	ensembl_havana	0.0278507	0.0528219	0.0752484	0.0112333	0.0766975	0.0001	0.0001	0.0001	0.022407	0.0001
17	29614460	29614771	-	2010106G04Rik	lncRNA	2010106G04Rik	havana	0.0278507	0.017674	0.0001	0.0112333	0.065755	0.063393	0.0109256	0.0846151	0.0112535	0.0213577
5	93206518	93213476	+	2010109A12Rik	protein_coding	2010109A12Rik	ensembl_havana	0.111103	0.131905	0.204074	0.0446334	0.17518	0.168881	0.0542281	0.187911	0.22317	0.0107289
6	100143423	100143815	-	2010109P13Rik	TEC	2010109P13Rik	havana	0.0648516	0.0352479	0.0001	0.0223667	0.021985	0.0317465	0.205787	0.0188811	0.0447141	0.0107289
8	86885688	86886567	+	2010110E17Rik	lncRNA	2010110E17Rik	havana	0.0278507	0.00888698	0.0323065	0.0112333	0.0001	0.0422953	0.0001	0.0282717	0.0001	0.0532443
X	7411817	7445144	-	2010204K13Rik	lncRNA	2010204K13Rik	havana	0.286857	0.184627	0.289958	0.345233	0.186122	0.137235	0.227438	0.272426	0.256631	0.138275
1	37611677	37720086	-	2010300C02Rik	protein_coding	2010300C02Rik	ensembl_havana	0.379359	0.342792	0.483197	0.445434	0.30649	0.369309	0.541381	0.281817	0.490855	0.478398
6	42370671	42381216	+	2010310C07Rik	lncRNA	2010310C07Rik	havana	0.249856	0.158266	0.171868	0.1671	0.208007	0.263821	0.162484	0.253645	0.267784	0.106389
9	124291804	124312697	-	2010315B03Rik	protein_coding	2010315B03Rik	ensembl_havana	10.1291	10.852	10.4028	12.3247	9.22903	10.5384	10.3602	9.3296	10.6963	10.3845
8	70776815	70777824	+	2010320M18Rik	lncRNA	2010320M18Rik	havana	1.10088	1.44995	1.57822	1.92617	1.49922	1.7934	1.37495	1.36173	1.23814	1.26493
7	29246561	29248467	-	2200002D01Rik	protein_coding	2200002D01Rik	ensembl_havana	0.0463511	0.184627	0.0645129	0.211633	0.13141	0.221625	0.0758793	0.0564434	0.267784	0.0957597
13	58379817	58385226	-	2210016F16Rik	protein_coding	2210016F16Rik	ensembl_havana	2.0999	2.24078	2.24382	2.6053	2.19954	3.50231	3.06375	2.26323	2.96694	2.2853
5	114942158	114949784	+	2210016L21Rik	protein_coding	2210016L21Rik	ensembl_havana	10.9986	10.1403	11.004	10.2873	9.97966	11.0553	10.0138	11.0152	10.1944	11.3517
5	36447611	36464854	-	2210406O10Rik	lncRNA	2210406O10Rik	ensembl_havana	0.425611	0.219774	0.300694	0.356367	0.197065	0.443151	0.335694	0.281817	0.245477	0.393367
